path,assert,declare-fun,declare-const,declare-sort,define-fun,define-fun-rec,define-funs-rec,define-sort,declare-datatype,declare-datatypes,Int,Real,div,mod,divisible,iand,int.pow2,div_total,mod_total,/,/_total,+,-,*,<,<=,>,>=,to_real,to_int,is_int,abs,^,real.pi,exp,sin,cos,tan,csc,sec,cot,arcsin,arccos,arctan,arccsc,arcsec,arccot,sqrt,true,false,Bool,ite,not,or,and,=>,xor,=,distinct,const,maxTermDepth,normalizedSize
QF_NIA/leipzig/term-AlRgl3.smt2,317,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,150,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250,0,0,2,16531
QF_NIA/leipzig/term-4Th0Gp.smt2,326,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,168,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,2,17499
QF_NIA/leipzig/term-DtOD2C.smt2,64,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33,0,0,2,3109
QF_NIA/leipzig/term-tEmpby.smt2,54,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,2848
QF_NIA/leipzig/term-OxDFxz.smt2,80,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0,2,4112
QF_NIA/leipzig/term-71B6am.smt2,186,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,98,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,0,0,2,9519
QF_NIA/leipzig/term-K5O3aH.smt2,506,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,252,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,2,28062
QF_NIA/leipzig/term-Qx6y98.smt2,75,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,2,3739
QF_NIA/leipzig/term-gH1uAj.smt2,220,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,108,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,2,11615
QF_NIA/leipzig/term-jWI18r.smt2,142,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,74,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,0,0,2,7250
QF_NIA/leipzig/term-ltKI40.smt2,285,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,120,0,0,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,0,0,2,14295
QF_NIA/leipzig/term-bmKO7L.smt2,819,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,426,0,0,16,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,710,0,0,2,43738
QF_NIA/leipzig/term-f2cozZ.smt2,160,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,58,0,0,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87,0,0,2,7544
QF_NIA/leipzig/term-YdLBHK.smt2,196,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,98,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,147,0,0,2,10090
QF_NIA/leipzig/term-NxORIG.smt2,135,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,48,0,0,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,2,6341
QF_NIA/leipzig/term-3qaBfW.smt2,67,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42,0,0,2,3366
QF_NIA/leipzig/term-3rtjVi.smt2,82,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,34,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0,0,2,4062
QF_NIA/leipzig/term-iQK4Ty.smt2,1314,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,684,0,0,12,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1197,0,0,2,73156
QF_NIA/leipzig/term-6mYU5G.smt2,144,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,54,0,0,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,0,2,6925
QF_NIA/leipzig/term-MVylXc.smt2,2003,0,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,984,0,0,19,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1722,0,0,2,109976
QF_NIA/leipzig/term-YAnutr.smt2,413,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,222,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,370,0,0,2,22660
QF_NIA/leipzig/term-RYAv9d.smt2,133,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,52,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,78,0,0,2,6378
QF_NIA/leipzig/term-fRkVkk.smt2,208,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,108,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,2,11357
QF_NIA/leipzig/term-x3m7eh.smt2,144,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,54,0,0,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,81,0,0,2,6549
QF_NIA/leipzig/term-yQHKkv.smt2,131,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,52,0,0,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,78,0,0,2,6125
QF_NIA/leipzig/term-CrNtep.smt2,59,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,30,0,0,2,2882
QF_NIA/leipzig/term-qxG9KS.smt2,258,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,114,0,0,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,171,0,0,2,12760
QF_NIA/leipzig/term-unsat-02.smt2,154,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,72,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,0,2,8108
QF_NIA/leipzig/term-uyuSEz.smt2,197,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,76,0,0,20,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,114,0,0,2,9184
QF_NIA/leipzig/term-vd4nMl.smt2,67,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,2,3272
QF_NIA/leipzig/term-x876Jc.smt2,76,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0,0,2,3675
QF_NIA/leipzig/term-zUp1s3.smt2,180,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,84,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140,0,0,2,9333
QF_NIA/leipzig/term-y6bI5p.smt2,99,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,44,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0,0,2,5034
QF_NIA/leipzig/term-EcNqkB.smt2,252,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,120,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,0,0,2,13305
QF_NIA/leipzig/term-7njo7V.smt2,58,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,2,2892
QF_NIA/leipzig/term-9mUXbx.smt2,200,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,96,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160,0,0,2,10470
QF_NIA/leipzig/term-PGdOdF.smt2,54,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,27,0,0,2,2665
QF_NIA/leipzig/term-ULo1kJ.smt2,91,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,2,4657
QF_NIA/leipzig/term-wIaXCN.smt2,277,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,120,0,0,23,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,180,0,0,2,13556
QF_NIA/leipzig/term-cTfKvw.smt2,405,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,204,0,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,340,0,0,2,21624
QF_NIA/leipzig/term-oPCuPe.smt2,131,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,48,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,2,6232
QF_NIA/leipzig/term-KVnOQn.smt2,154,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,72,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,0,2,8078
QF_NIA/leipzig/term-UCZhjg.smt2,95,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,36,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,2,4492
QF_NIA/leipzig/term-WRsGm0.smt2,177,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,68,0,0,16,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,102,0,0,2,8282
QF_NIA/leipzig/term-jSSXi8.smt2,318,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,150,0,0,29,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,225,0,0,2,15784
QF_NIA/leipzig/term-mscE2P.smt2,253,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,112,0,0,17,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,168,0,0,2,12532
QF_NIA/leipzig/term-bV2aN3.smt2,61,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,30,0,0,2,2929
QF_NIA/leipzig/term-brNnx4.smt2,2183,0,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,1176,0,0,2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2058,0,0,2,125633
QF_NIA/leipzig/term-XbWQfu.smt2,2722,0,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,1420,0,0,11,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2556,0,0,2,157662
QF_NIA/leipzig/term-NsXpL3.smt2,122,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,50,0,0,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,0,0,2,5788
QF_NIA/leipzig/term-XxBfs0.smt2,54,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,2,2699
QF_NIA/leipzig/term-ReJksi.smt2,64,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,33,0,0,2,3092
QF_NIA/leipzig/term-NlTyt4.smt2,64,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0,0,2,3399
QF_NIA/leipzig/term-Yi0Ihn.smt2,92,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,34,0,0,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0,0,2,4428
QF_NIA/leipzig/term-44GWq9.smt2,174,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,84,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,2,9219
QF_NIA/leipzig/term-4d0iwO.smt2,81,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,36,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,2,4091
QF_NIA/leipzig/term-VdS5DK.smt2,695,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,360,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,2,39043
QF_NIA/leipzig/term-H9wl52.smt2,63,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42,0,0,2,3246
QF_NIA/leipzig/term-3wwoHp.smt2,1025,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,552,0,0,15,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,920,0,0,2,55431
QF_NIA/leipzig/term-4LNX6G.smt2,54,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,2,2883
QF_NIA/leipzig/term-XoKPE3.smt2,126,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,46,0,0,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,0,0,2,6020
QF_NIA/leipzig/term-MRIndM.smt2,61,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,2,3113
QF_NIA/leipzig/term-mzEEAc.smt2,263,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,116,0,0,19,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,174,0,0,2,12982
QF_NIA/leipzig/term-fqVg3m.smt2,86,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57,0,0,2,4344
QF_NIA/leipzig/term-qVa1BT.smt2,55,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,2,2876
QF_NIA/leipzig/term-uxNAu4.smt2,245,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,108,0,0,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,162,0,0,2,12132
QF_NIA/leipzig/term-6zE855.smt2,190,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,98,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147,0,0,2,9634
QF_NIA/leipzig/term-VzZ1SP.smt2,93,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,48,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,2,4872
QF_NIA/leipzig/term-p63KxS.smt2,63,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,24,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,36,0,0,2,3158
QF_NIA/leipzig/term-xNepZV.smt2,83,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,36,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,0,0,2,4124
QF_NIA/leipzig/term-qAUj8f.smt2,50,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,2,2590
QF_NIA/leipzig/term-BjWYcv.smt2,64,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0,0,2,3386
QF_NIA/leipzig/term-Jzxbf6.smt2,2304,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,1236,0,0,6,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2163,0,0,2,132456
QF_NIA/leipzig/term-ye1ece.smt2,108,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,42,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0,2,5295
QF_NIA/leipzig/term-BWHEfg.smt2,151,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,64,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96,0,0,2,7405
QF_NIA/leipzig/term-607QpU.smt2,418,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,216,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,360,0,0,2,22428
QF_NIA/leipzig/term-l6cqQI.smt2,2614,0,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,1260,0,0,2,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2268,0,0,2,147825
QF_NIA/leipzig/term-n2YjEt.smt2,150,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,78,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117,0,0,2,7641
